year,site,taxa,species,count,funct_group
2002,AQUE,FISH,Rhacochilus vacca,12,mobile.sm.inv.eating.fish
2002,AQUE,FISH,Rhinogobiops nicholsii,45,territor.sm.inv.eating.fish
2002,AQUE,FISH,Sebastes atrovirens,11,piscivores
2002,AQUE,FISH,Sebastes mystinus,0,planktivorous.fish
2002,AQUE,FISH,Sebastes serranoides,1,piscivores
2002,AQUE,FISH,Semicossyphus pulcher,1,lg.inv.eating.fish
2002,BULL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2002,BULL,FISH,Chromis punctipinnis,0,planktivorous.fish
2002,BULL,FISH,Embiotoca jacksoni,13,mobile.sm.inv.eating.fish
2002,BULL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2002,BULL,FISH,Girella nigricans,0,herbivorous.fish
2002,BULL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2002,BULL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2002,BULL,FISH,Oxyjulis californica,16,mobile.sm.inv.eating.fish
2002,BULL,FISH,Paralabrax clathratus,1,piscivores
2002,BULL,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2002,BULL,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2002,BULL,FISH,Sebastes atrovirens,0,piscivores
2002,BULL,FISH,Sebastes mystinus,0,planktivorous.fish
2002,BULL,FISH,Sebastes serranoides,0,piscivores
2002,BULL,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2002,CARP,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2002,CARP,FISH,Chromis punctipinnis,0,planktivorous.fish
2002,CARP,FISH,Embiotoca jacksoni,5,mobile.sm.inv.eating.fish
2002,CARP,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2002,CARP,FISH,Girella nigricans,4,herbivorous.fish
2002,CARP,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2002,CARP,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2002,CARP,FISH,Oxyjulis californica,13,mobile.sm.inv.eating.fish
2002,CARP,FISH,Paralabrax clathratus,7,piscivores
2002,CARP,FISH,Rhacochilus vacca,13,mobile.sm.inv.eating.fish
2002,CARP,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2002,CARP,FISH,Sebastes atrovirens,0,piscivores
2002,CARP,FISH,Sebastes mystinus,0,planktivorous.fish
2002,CARP,FISH,Sebastes serranoides,0,piscivores
2002,CARP,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2002,GOLB,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2002,GOLB,FISH,Chromis punctipinnis,0,planktivorous.fish
2002,GOLB,FISH,Embiotoca jacksoni,3,mobile.sm.inv.eating.fish
2002,GOLB,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2002,GOLB,FISH,Girella nigricans,0,herbivorous.fish
2002,GOLB,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2002,GOLB,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2002,GOLB,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2002,GOLB,FISH,Paralabrax clathratus,3,piscivores
2002,GOLB,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2002,GOLB,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2002,GOLB,FISH,Sebastes atrovirens,0,piscivores
2002,GOLB,FISH,Sebastes mystinus,0,planktivorous.fish
2002,GOLB,FISH,Sebastes serranoides,0,piscivores
2002,GOLB,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2002,IVEE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2002,IVEE,FISH,Chromis punctipinnis,0,planktivorous.fish
2002,IVEE,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2002,IVEE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2002,IVEE,FISH,Girella nigricans,0,herbivorous.fish
2002,IVEE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2002,IVEE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2002,IVEE,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2002,IVEE,FISH,Paralabrax clathratus,1,piscivores
2002,IVEE,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2002,IVEE,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2002,IVEE,FISH,Sebastes atrovirens,0,piscivores
2002,IVEE,FISH,Sebastes mystinus,0,planktivorous.fish
2002,IVEE,FISH,Sebastes serranoides,0,piscivores
2002,IVEE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2002,MOHK,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2002,MOHK,FISH,Chromis punctipinnis,40,planktivorous.fish
2002,MOHK,FISH,Embiotoca jacksoni,29,mobile.sm.inv.eating.fish
2002,MOHK,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2002,MOHK,FISH,Girella nigricans,2,herbivorous.fish
2002,MOHK,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2002,MOHK,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2002,MOHK,FISH,Oxyjulis californica,1,mobile.sm.inv.eating.fish
2002,MOHK,FISH,Paralabrax clathratus,3,piscivores
2002,MOHK,FISH,Rhacochilus vacca,3,mobile.sm.inv.eating.fish
2002,MOHK,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2002,MOHK,FISH,Sebastes atrovirens,1,piscivores
2002,MOHK,FISH,Sebastes mystinus,0,planktivorous.fish
2002,MOHK,FISH,Sebastes serranoides,0,piscivores
2002,MOHK,FISH,Semicossyphus pulcher,2,lg.inv.eating.fish
2002,NAPL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2002,NAPL,FISH,Chromis punctipinnis,11,planktivorous.fish
2002,NAPL,FISH,Embiotoca jacksoni,14,mobile.sm.inv.eating.fish
2002,NAPL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2002,NAPL,FISH,Girella nigricans,4,herbivorous.fish
2002,NAPL,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2002,NAPL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2002,NAPL,FISH,Oxyjulis californica,54,mobile.sm.inv.eating.fish
2002,NAPL,FISH,Paralabrax clathratus,7,piscivores
2002,NAPL,FISH,Rhacochilus vacca,30,mobile.sm.inv.eating.fish
2002,NAPL,FISH,Rhinogobiops nicholsii,226,territor.sm.inv.eating.fish
2002,NAPL,FISH,Sebastes atrovirens,1,piscivores
2002,NAPL,FISH,Sebastes mystinus,3,planktivorous.fish
2002,NAPL,FISH,Sebastes serranoides,3,piscivores
2002,NAPL,FISH,Semicossyphus pulcher,51,lg.inv.eating.fish
2003,ABUR,FISH,Alloclinus holderi,1,mobile.sm.inv.eating.fish
2003,ABUR,FISH,Chromis punctipinnis,4,planktivorous.fish
2003,ABUR,FISH,Embiotoca jacksoni,3,mobile.sm.inv.eating.fish
2003,ABUR,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,ABUR,FISH,Girella nigricans,1,herbivorous.fish
2003,ABUR,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,ABUR,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,ABUR,FISH,Oxyjulis californica,4,mobile.sm.inv.eating.fish
2003,ABUR,FISH,Paralabrax clathratus,0,piscivores
2003,ABUR,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2003,ABUR,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2003,ABUR,FISH,Sebastes atrovirens,0,piscivores
2003,ABUR,FISH,Sebastes mystinus,0,planktivorous.fish
2003,ABUR,FISH,Sebastes serranoides,0,piscivores
2003,ABUR,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,AHND,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,AHND,FISH,Chromis punctipinnis,0,planktivorous.fish
2003,AHND,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2003,AHND,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,AHND,FISH,Girella nigricans,0,herbivorous.fish
2003,AHND,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,AHND,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,AHND,FISH,Oxyjulis californica,1,mobile.sm.inv.eating.fish
2003,AHND,FISH,Paralabrax clathratus,0,piscivores
2003,AHND,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2003,AHND,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2003,AHND,FISH,Sebastes atrovirens,0,piscivores
2003,AHND,FISH,Sebastes mystinus,0,planktivorous.fish
2003,AHND,FISH,Sebastes serranoides,0,piscivores
2003,AHND,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,AQUE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,AQUE,FISH,Chromis punctipinnis,0,planktivorous.fish
2003,AQUE,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2003,AQUE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,AQUE,FISH,Girella nigricans,1,herbivorous.fish
2003,AQUE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,AQUE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,AQUE,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2003,AQUE,FISH,Paralabrax clathratus,3,piscivores
2003,AQUE,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2003,AQUE,FISH,Rhinogobiops nicholsii,138,territor.sm.inv.eating.fish
2003,AQUE,FISH,Sebastes atrovirens,0,piscivores
2003,AQUE,FISH,Sebastes mystinus,0,planktivorous.fish
2003,AQUE,FISH,Sebastes serranoides,0,piscivores
2003,AQUE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,BULL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,BULL,FISH,Chromis punctipinnis,0,planktivorous.fish
2003,BULL,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2003,BULL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,BULL,FISH,Girella nigricans,0,herbivorous.fish
2003,BULL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,BULL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,BULL,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2003,BULL,FISH,Paralabrax clathratus,1,piscivores
2003,BULL,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2003,BULL,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2003,BULL,FISH,Sebastes atrovirens,0,piscivores
2003,BULL,FISH,Sebastes mystinus,0,planktivorous.fish
2003,BULL,FISH,Sebastes serranoides,0,piscivores
2003,BULL,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,CARP,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,CARP,FISH,Chromis punctipinnis,0,planktivorous.fish
2003,CARP,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2003,CARP,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,CARP,FISH,Girella nigricans,0,herbivorous.fish
2003,CARP,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,CARP,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,CARP,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2003,CARP,FISH,Paralabrax clathratus,9,piscivores
2003,CARP,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2003,CARP,FISH,Rhinogobiops nicholsii,4,territor.sm.inv.eating.fish
2003,CARP,FISH,Sebastes atrovirens,0,piscivores
2003,CARP,FISH,Sebastes mystinus,0,planktivorous.fish
2003,CARP,FISH,Sebastes serranoides,0,piscivores
2003,CARP,FISH,Semicossyphus pulcher,1,lg.inv.eating.fish
2003,GOLB,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,GOLB,FISH,Chromis punctipinnis,0,planktivorous.fish
2003,GOLB,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2003,GOLB,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,GOLB,FISH,Girella nigricans,0,herbivorous.fish
2003,GOLB,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,GOLB,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,GOLB,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2003,GOLB,FISH,Paralabrax clathratus,0,piscivores
2003,GOLB,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2003,GOLB,FISH,Rhinogobiops nicholsii,1,territor.sm.inv.eating.fish
2003,GOLB,FISH,Sebastes atrovirens,0,piscivores
2003,GOLB,FISH,Sebastes mystinus,0,planktivorous.fish
2003,GOLB,FISH,Sebastes serranoides,0,piscivores
2003,GOLB,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,IVEE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,IVEE,FISH,Chromis punctipinnis,0,planktivorous.fish
2003,IVEE,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2003,IVEE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,IVEE,FISH,Girella nigricans,0,herbivorous.fish
2003,IVEE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,IVEE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,IVEE,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2003,IVEE,FISH,Paralabrax clathratus,1,piscivores
2003,IVEE,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2003,IVEE,FISH,Rhinogobiops nicholsii,4,territor.sm.inv.eating.fish
2003,IVEE,FISH,Sebastes atrovirens,0,piscivores
2003,IVEE,FISH,Sebastes mystinus,0,planktivorous.fish
2003,IVEE,FISH,Sebastes serranoides,0,piscivores
2003,IVEE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,MOHK,FISH,Alloclinus holderi,4,mobile.sm.inv.eating.fish
2003,MOHK,FISH,Chromis punctipinnis,3,planktivorous.fish
2003,MOHK,FISH,Embiotoca jacksoni,3,mobile.sm.inv.eating.fish
2003,MOHK,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,MOHK,FISH,Girella nigricans,1,herbivorous.fish
2003,MOHK,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,MOHK,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,MOHK,FISH,Oxyjulis californica,1,mobile.sm.inv.eating.fish
2003,MOHK,FISH,Paralabrax clathratus,0,piscivores
2003,MOHK,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2003,MOHK,FISH,Rhinogobiops nicholsii,3,territor.sm.inv.eating.fish
2003,MOHK,FISH,Sebastes atrovirens,0,piscivores
2003,MOHK,FISH,Sebastes mystinus,0,planktivorous.fish
2003,MOHK,FISH,Sebastes serranoides,0,piscivores
2003,MOHK,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2003,NAPL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2003,NAPL,FISH,Chromis punctipinnis,37,planktivorous.fish
2003,NAPL,FISH,Embiotoca jacksoni,4,mobile.sm.inv.eating.fish
2003,NAPL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2003,NAPL,FISH,Girella nigricans,4,herbivorous.fish
2003,NAPL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2003,NAPL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2003,NAPL,FISH,Oxyjulis californica,18,mobile.sm.inv.eating.fish
2003,NAPL,FISH,Paralabrax clathratus,3,piscivores
2003,NAPL,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2003,NAPL,FISH,Rhinogobiops nicholsii,92,territor.sm.inv.eating.fish
2003,NAPL,FISH,Sebastes atrovirens,0,piscivores
2003,NAPL,FISH,Sebastes mystinus,0,planktivorous.fish
2003,NAPL,FISH,Sebastes serranoides,0,piscivores
2003,NAPL,FISH,Semicossyphus pulcher,21,lg.inv.eating.fish
2004,ABUR,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,ABUR,FISH,Chromis punctipinnis,0,planktivorous.fish
2004,ABUR,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2004,ABUR,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2004,ABUR,FISH,Girella nigricans,0,herbivorous.fish
2004,ABUR,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2004,ABUR,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,ABUR,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2004,ABUR,FISH,Paralabrax clathratus,0,piscivores
2004,ABUR,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2004,ABUR,FISH,Rhinogobiops nicholsii,1,territor.sm.inv.eating.fish
2004,ABUR,FISH,Sebastes atrovirens,0,piscivores
2004,ABUR,FISH,Sebastes mystinus,0,planktivorous.fish
2004,ABUR,FISH,Sebastes serranoides,0,piscivores
2004,ABUR,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2004,AHND,FISH,Alloclinus holderi,2,mobile.sm.inv.eating.fish
2004,AHND,FISH,Chromis punctipinnis,0,planktivorous.fish
2004,AHND,FISH,Embiotoca jacksoni,3,mobile.sm.inv.eating.fish
2004,AHND,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2004,AHND,FISH,Girella nigricans,0,herbivorous.fish
2004,AHND,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2004,AHND,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,AHND,FISH,Oxyjulis californica,5,mobile.sm.inv.eating.fish
2004,AHND,FISH,Paralabrax clathratus,1,piscivores
2004,AHND,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2004,AHND,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2004,AHND,FISH,Sebastes atrovirens,0,piscivores
2004,AHND,FISH,Sebastes mystinus,0,planktivorous.fish
2004,AHND,FISH,Sebastes serranoides,0,piscivores
2004,AHND,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2004,AQUE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,AQUE,FISH,Chromis punctipinnis,3,planktivorous.fish
2004,AQUE,FISH,Embiotoca jacksoni,9,mobile.sm.inv.eating.fish
2004,AQUE,FISH,Embiotoca lateralis,5,mobile.sm.inv.eating.fish
2004,AQUE,FISH,Girella nigricans,0,herbivorous.fish
2004,AQUE,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2004,AQUE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,AQUE,FISH,Oxyjulis californica,1,mobile.sm.inv.eating.fish
2004,AQUE,FISH,Paralabrax clathratus,8,piscivores
2004,AQUE,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2004,AQUE,FISH,Rhinogobiops nicholsii,22,territor.sm.inv.eating.fish
2004,AQUE,FISH,Sebastes atrovirens,4,piscivores
2004,AQUE,FISH,Sebastes mystinus,0,planktivorous.fish
2004,AQUE,FISH,Sebastes serranoides,0,piscivores
2004,AQUE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2004,BULL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,BULL,FISH,Chromis punctipinnis,0,planktivorous.fish
2004,BULL,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2004,BULL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2004,BULL,FISH,Girella nigricans,0,herbivorous.fish
2004,BULL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2004,BULL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,BULL,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2004,BULL,FISH,Paralabrax clathratus,1,piscivores
2004,BULL,FISH,Rhacochilus vacca,2,mobile.sm.inv.eating.fish
2004,BULL,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2004,BULL,FISH,Sebastes atrovirens,0,piscivores
2004,BULL,FISH,Sebastes mystinus,0,planktivorous.fish
2004,BULL,FISH,Sebastes serranoides,0,piscivores
2004,BULL,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2004,CARP,FISH,Alloclinus holderi,2,mobile.sm.inv.eating.fish
2004,CARP,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,CARP,FISH,Rhinogobiops nicholsii,1,territor.sm.inv.eating.fish
2004,GOLB,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,GOLB,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,GOLB,FISH,Rhinogobiops nicholsii,2,territor.sm.inv.eating.fish
2004,IVEE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,IVEE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,IVEE,FISH,Rhinogobiops nicholsii,1,territor.sm.inv.eating.fish
2004,MOHK,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,MOHK,FISH,Chromis punctipinnis,0,planktivorous.fish
2004,MOHK,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2004,MOHK,FISH,Embiotoca lateralis,2,mobile.sm.inv.eating.fish
2004,MOHK,FISH,Girella nigricans,0,herbivorous.fish
2004,MOHK,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2004,MOHK,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,MOHK,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2004,MOHK,FISH,Paralabrax clathratus,0,piscivores
2004,MOHK,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2004,MOHK,FISH,Rhinogobiops nicholsii,1,territor.sm.inv.eating.fish
2004,MOHK,FISH,Sebastes atrovirens,0,piscivores
2004,MOHK,FISH,Sebastes mystinus,0,planktivorous.fish
2004,MOHK,FISH,Sebastes serranoides,0,piscivores
2004,MOHK,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2004,NAPL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2004,NAPL,FISH,Chromis punctipinnis,32,planktivorous.fish
2004,NAPL,FISH,Embiotoca jacksoni,6,mobile.sm.inv.eating.fish
2004,NAPL,FISH,Embiotoca lateralis,1,mobile.sm.inv.eating.fish
2004,NAPL,FISH,Girella nigricans,4,herbivorous.fish
2004,NAPL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2004,NAPL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,NAPL,FISH,Oxyjulis californica,22,mobile.sm.inv.eating.fish
2004,NAPL,FISH,Paralabrax clathratus,4,piscivores
2004,NAPL,FISH,Rhacochilus vacca,6,mobile.sm.inv.eating.fish
2004,NAPL,FISH,Rhinogobiops nicholsii,29,territor.sm.inv.eating.fish
2004,NAPL,FISH,Sebastes atrovirens,0,piscivores
2004,NAPL,FISH,Sebastes mystinus,3,planktivorous.fish
2004,NAPL,FISH,Sebastes serranoides,0,piscivores
2004,NAPL,FISH,Semicossyphus pulcher,10,lg.inv.eating.fish
2004,SCDI,FISH,Alloclinus holderi,2,mobile.sm.inv.eating.fish
2004,SCDI,FISH,Chromis punctipinnis,13,planktivorous.fish
2004,SCDI,FISH,Embiotoca jacksoni,1,mobile.sm.inv.eating.fish
2004,SCDI,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2004,SCDI,FISH,Girella nigricans,4,herbivorous.fish
2004,SCDI,FISH,Hypsypops rubicundus,1,mobile.sm.inv.eating.fish
2004,SCDI,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,SCDI,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2004,SCDI,FISH,Paralabrax clathratus,4,piscivores
2004,SCDI,FISH,Rhacochilus vacca,6,mobile.sm.inv.eating.fish
2004,SCDI,FISH,Rhinogobiops nicholsii,69,territor.sm.inv.eating.fish
2004,SCDI,FISH,Sebastes atrovirens,0,piscivores
2004,SCDI,FISH,Sebastes mystinus,3,planktivorous.fish
2004,SCDI,FISH,Sebastes serranoides,0,piscivores
2004,SCDI,FISH,Semicossyphus pulcher,12,lg.inv.eating.fish
2004,SCTW,FISH,Alloclinus holderi,1,mobile.sm.inv.eating.fish
2004,SCTW,FISH,Chromis punctipinnis,1,planktivorous.fish
2004,SCTW,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2004,SCTW,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2004,SCTW,FISH,Girella nigricans,0,herbivorous.fish
2004,SCTW,FISH,Hypsypops rubicundus,6,mobile.sm.inv.eating.fish
2004,SCTW,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2004,SCTW,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2004,SCTW,FISH,Paralabrax clathratus,2,piscivores
2004,SCTW,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2004,SCTW,FISH,Rhinogobiops nicholsii,70,territor.sm.inv.eating.fish
2004,SCTW,FISH,Sebastes atrovirens,1,piscivores
2004,SCTW,FISH,Sebastes mystinus,0,planktivorous.fish
2004,SCTW,FISH,Sebastes serranoides,0,piscivores
2004,SCTW,FISH,Semicossyphus pulcher,2,lg.inv.eating.fish
2005,ABUR,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2005,ABUR,FISH,Chromis punctipinnis,1,planktivorous.fish
2005,ABUR,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2005,ABUR,FISH,Embiotoca lateralis,6,mobile.sm.inv.eating.fish
2005,ABUR,FISH,Girella nigricans,0,herbivorous.fish
2005,ABUR,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2005,ABUR,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2005,ABUR,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2005,ABUR,FISH,Paralabrax clathratus,0,piscivores
2005,ABUR,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2005,ABUR,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2005,ABUR,FISH,Sebastes atrovirens,0,piscivores
2005,ABUR,FISH,Sebastes mystinus,0,planktivorous.fish
2005,ABUR,FISH,Sebastes serranoides,0,piscivores
2005,ABUR,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2005,AHND,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2005,AHND,FISH,Chromis punctipinnis,0,planktivorous.fish
2005,AHND,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2005,AHND,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2005,AHND,FISH,Girella nigricans,0,herbivorous.fish
